Molecule: ./Results/serine/a5.txt 
Step1: ['add'], Previous ligand: c1ccccc1, Changed ligand: Oc1ccccc1, New ligand: Oc1ccccc1 Score: tensor([0.5001])
Step114: ['move_junction'], Previous ligand: C=C(C)COc1c(CC(=C)C)c(S)cc2c1CC(C(C)O)C2, Changed ligand: C=C(C)CC(Oc1cc(S)cc2c1CC(C(C)O)C2)C(=C)C, New ligand: C=C(C)COc1c(CC(=C)C)c(S)cc2c1CC(C(C)O)C2 Score: tensor([0.8410])
Step115: ['change type'], Previous ligand: C=C(C)COc1c(CC(=C)C)c(S)cc2c1CC(C(C)O)C2, Changed ligand: C=C(C)COc1c(CC(=C)F)c(S)cc2c1CC(C(C)O)C2, New ligand: C=C(C)COc1c(CC(=C)C)c(S)cc2c1CC(C(C)O)C2 Score: tensor([0.8410])
Step116: ['remove ring'], Previous ligand: C=C(C)COc1c(CC(=C)C)c(S)cc2c1CC(C(C)O)C2, Changed ligand: CC(C)COC(C(CS)CC(C)C)C1CC(C(C)O)CC1C, New ligand: C=C(C)COc1c(CC(=C)C)c(S)cc2c1CC(C(C)O)C2 Score: tensor([0.8410])
Step117: ['remove'], Previous ligand: C=C(C)COc1c(CC(=C)C)c(S)cc2c1CC(C(C)O)C2, Changed ligand: C=C(C)COc1c(CC(=C)C)c(S)cc2c1CC(CO)C2, New ligand: C=C(C)COc1c(CC(=C)C)c(S)cc2c1CC(CO)C2 Score: tensor([0.8465])
Step118: ['add'], Previous ligand: C=C(C)COc1c(CC(=C)C)c(S)cc2c1CC(CO)C2, Changed ligand: C=C(C)COC1=C(CC(=C)C)C(S)=CC2(S)CC(CO)C=C12, New ligand: C=C(C)COc1c(CC(=C)C)c(S)cc2c1CC(CO)C2 Score: tensor([0.8465])
Step119: ['switch'], Previous ligand: C=C(C)COc1c(CC(=C)C)c(S)cc2c1CC(CO)C2, Changed ligand: C=C(C)Cc1c(S)cc2c(c1OCOC(=C)C)CC(CO)C2, New ligand: C=C(C)COc1c(CC(=C)C)c(S)cc2c1CC(CO)C2 Score: tensor([0.8465])
Step120: ['add'], Previous ligand: C=C(C)COc1c(CC(=C)C)c(S)cc2c1CC(CO)C2, Changed ligand: C=C(C)Cc1c(S)cc2c(c1OC(N)C(=C)C)CC(CO)C2, New ligand: C=C(C)Cc1c(S)cc2c(c1OC(N)C(=C)C)CC(CO)C2 Score: tensor([0.8340])
Step121: ['remove'], Previous ligand: C=C(C)Cc1c(S)cc2c(c1OC(N)C(=C)C)CC(CO)C2, Changed ligand: C=C(C)COc1c(CC(=C)C)c(S)cc2c1CC(CO)C2, New ligand: C=C(C)COc1c(CC(=C)C)c(S)cc2c1CC(CO)C2 Score: tensor([0.8466])
Step122: ['remove'], Previous ligand: C=C(C)COc1c(CC(=C)C)c(S)cc2c1CC(CO)C2, Changed ligand: C=C(C)Cc1c(S)cc2c(c1OC(=C)C)CC(CO)C2, New ligand: C=C(C)COc1c(CC(=C)C)c(S)cc2c1CC(CO)C2 Score: tensor([0.8466])
Step123: ['switch'], Previous ligand: C=C(C)COc1c(CC(=C)C)c(S)cc2c1CC(CO)C2, Changed ligand: C=C(C)CCOc1c(CC(=C)C)c(S)cc2c1CC(CO)C2, New ligand: C=C(C)CCOc1c(CC(=C)C)c(S)cc2c1CC(CO)C2 Score: tensor([0.8416])
Step124: ['remove'], Previous ligand: C=C(C)CCOc1c(CC(=C)C)c(S)cc2c1CC(CO)C2, Changed ligand: C=C(C)CCOc1c2c(cc(S)c1C(=C)C)CC(CO)C2, New ligand: C=C(C)CCOc1c(CC(=C)C)c(S)cc2c1CC(CO)C2 Score: tensor([0.8416])
Step125: ['remove'], Previous ligand: C=C(C)CCOc1c(CC(=C)C)c(S)cc2c1CC(CO)C2, Changed ligand: C=C(C)CCOc1c2c(cc(S)c1C(=C)C)CC(CO)C2, New ligand: C=C(C)CCOc1c(CC(=C)C)c(S)cc2c1CC(CO)C2 Score: tensor([0.8416])
Step126: ['move_junction'], Previous ligand: C=C(C)CCOc1c(CC(=C)C)c(S)cc2c1CC(CO)C2, Changed ligand: C=CCCCOc1c(CC(=C)C)c(S)cc2c1CC(CO)C2, New ligand: C=C(C)CCOc1c(CC(=C)C)c(S)cc2c1CC(CO)C2 Score: tensor([0.8416])
Step127: ['move_junction'], Previous ligand: C=C(C)CCOc1c(CC(=C)C)c(S)cc2c1CC(CO)C2, Changed ligand: C=CCCc1c(S)cc2c(c1OCCC(=C)C)CC(CO)C2, New ligand: C=CCCc1c(S)cc2c(c1OCCC(=C)C)CC(CO)C2 Score: tensor([0.8419])
Step128: ['add'], Previous ligand: C=CCCc1c(S)cc2c(c1OCCC(=C)C)CC(CO)C2, Changed ligand: C=CCCc1c(S)cc2c(c1OC(N)CC(=C)C)CC(CO)C2, New ligand: C=CCCc1c(S)cc2c(c1OCCC(=C)C)CC(CO)C2 Score: tensor([0.8419])
Step129: ['change type'], Previous ligand: C=CCCc1c(S)cc2c(c1OCCC(=C)C)CC(CO)C2, Changed ligand: C=CCCC1=C(OCCC(=C)C)N2CC(CO)CC2C=C1[SH3], New ligand: C=CCCC1=C(OCCC(=C)C)N2CC(CO)CC2C=C1[SH3] Score: tensor([0.8205])
Step130: ['move_junction'], Previous ligand: C=CCCC1=C(OCCC(=C)C)N2CC(CO)CC2C=C1[SH3], Changed ligand: C=CCCC1=C(OCCC=CC)N2CC(CO)CC2C=C1[SH3], New ligand: C=CCCC1=C(OCCC=CC)N2CC(CO)CC2C=C1[SH3] Score: tensor([0.8092])
Step131: ['switch'], Previous ligand: C=CCCC1=C(OCCC=CC)N2CC(CO)CC2C=C1[SH3], Changed ligand: C=CCCC1=C(OCCCC=CC)N2CC(CO)CC2C=C1[SH3], New ligand: C=CCCC1=C(OCCCC=CC)N2CC(CO)CC2C=C1[SH3] Score: tensor([0.8217])
Step132: ['remove ring'], Previous ligand: C=CCCC1=C(OCCCC=CC)N2CC(CO)CC2C=C1[SH3], Changed ligand: CCCCCCOC1=C(CCCC)C([SH3])=CC(CCCO)N1C, New ligand: C=CCCC1=C(OCCCC=CC)N2CC(CO)CC2C=C1[SH3] Score: tensor([0.8217])
Step133: ['add'], Previous ligand: C=CCCC1=C(OCCCC=CC)N2CC(CO)CC2C=C1[SH3], Changed ligand: C=CCCC1=C(OCCCC=CC)N2CC(CO)CC2(S)C=C1[SH3], New ligand: C=CCCC1=C(OCCCC=CC)N2CC(CO)CC2C=C1[SH3] Score: tensor([0.8217])
Step134: ['add'], Previous ligand: C=CCCC1=C(OCCCC=CC)N2CC(CO)CC2C=C1[SH3], Changed ligand: C=CCC(CCC)C1=C(OCCCC=CC)N2CC(CO)CC2C=C1[SH3], New ligand: C=CCCC1=C(OCCCC=CC)N2CC(CO)CC2C=C1[SH3] Score: tensor([0.8217])
Step135: ['add'], Previous ligand: C=CCCC1=C(OCCCC=CC)N2CC(CO)CC2C=C1[SH3], Changed ligand: C=CCCC1=C(OCCCC=CC)N2CC(CO)CC2(O)C=C1[SH3], New ligand: C=CCCC1=C(OCCCC=CC)N2CC(CO)CC2C=C1[SH3] Score: tensor([0.8217])
Step136: ['add'], Previous ligand: C=CCCC1=C(OCCCC=CC)N2CC(CO)CC2C=C1[SH3], Changed ligand: CC=CCCCOC1=C(CCC=CC)C([SH3])=CC2CC(CO)CN12, New ligand: CC=CCCCOC1=C(CCC=CC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.8075])
Step137: ['switch'], Previous ligand: CC=CCCCOC1=C(CCC=CC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CC=CCCCOC1=C(CCC=CSC)C([SH3])=CC2CC(CO)CN12, New ligand: CC=CCCCOC1=C(CCC=CSC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.8033])
Step138: ['remove'], Previous ligand: CC=CCCCOC1=C(CCC=CSC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCCCOC1=C(CCC=CSC)C([SH3])=CC2CC(CO)CN12, New ligand: CCCCCOC1=C(CCC=CSC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.8370])
Step139: ['move_junction'], Previous ligand: CCCCCOC1=C(CCC=CSC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCCCOC1=C(CCC=CSC)C([SH3])=CC2CC(CO)CN12, New ligand: CCCCCOC1=C(CCC=CSC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.8378])
Step140: ['add'], Previous ligand: CCCCCOC1=C(CCC=CSC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCCCOC1=C(CCC=CSC)C([SH3])=CC2CC(C(C)O)CN12, New ligand: CCCCCOC1=C(CCC=CSC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.8378])
Step141: ['add'], Previous ligand: CCCCCOC1=C(CCC=CSC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCCCOC1=C(C(C)CC=CSC)C([SH3])=CC2CC(CO)CN12, New ligand: CCCCCOC1=C(C(C)CC=CSC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.7598])
Step142: ['add'], Previous ligand: CCCCCOC1=C(C(C)CC=CSC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCCCOC1=C(C(C)CC=CSC)C([SH3])=CC2CC(S)(CO)CN12, New ligand: CCCCCOC1=C(C(C)CC=CSC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.7598])
Step143: ['move_junction'], Previous ligand: CCCCCOC1=C(C(C)CC=CSC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCCC(C)OC1=C(CCC=CSC)C([SH3])=CC2CC(CO)CN12, New ligand: CCCCC(C)OC1=C(CCC=CSC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.7818])
Step144: ['switch'], Previous ligand: CCCCC(C)OC1=C(CCC=CSC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCCC(C)OSC1=C(CCC=CSC)C([SH3])=CC2CC(CO)CN12, New ligand: CCCCC(C)OC1=C(CCC=CSC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.7818])
Step145: ['form new ring'], Previous ligand: CCCCC(C)OC1=C(CCC=CSC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCCC(C)OC1=C2CCC(=CSC)[SH2]C2=CC2CC(CO)CN12, New ligand: CCCCC(C)OC1=C(CCC=CSC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.7818])
Step146: ['add'], Previous ligand: CCCCC(C)OC1=C(CCC=CSC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCCC(C)OC1=C(CCC=C(C)SC)C([SH3])=CC2CC(CO)CN12, New ligand: CCCCC(C)OC1=C(CCC=C(C)SC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.7893])
Step147: ['move_junction'], Previous ligand: CCCCC(C)OC1=C(CCC=C(C)SC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCCCCOC1=C(CCC=C(C)SC)C([SH3])=CC2CC(CO)CN12, New ligand: CCCCCCOC1=C(CCC=C(C)SC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.8258])
Step148: ['change type'], Previous ligand: CCCCCCOC1=C(CCC=C(C)SC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCOCCOC1=C(CCC=C(C)SC)C([SH3])=CC2CC(CO)CN12, New ligand: CCCOCCOC1=C(CCC=C(C)SC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.8047])
Step149: ['move_junction'], Previous ligand: CCCOCCOC1=C(CCC=C(C)SC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCOCCOC1=C(CCC=CSCC)C([SH3])=CC2CC(CO)CN12, New ligand: CCCOCCOC1=C(CCC=CSCC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.7982])
Step150: ['remove ring'], Previous ligand: CCCOCCOC1=C(CCC=CSCC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCOCCOC1=C(CCCCSCC)C([SH3])=CCCC(CO)CN1, New ligand: CCCOCCOC1=C(CCC=CSCC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.7982])
Step151: ['add'], Previous ligand: CCCOCCOC1=C(CCC=CSCC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCOCCOC1=C(CCC=CSCC)C([SH3])=CC2CC(C(O)S)CN12, New ligand: CCCOCCOC1=C(CCC=CSCC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.7982])
Step152: ['add'], Previous ligand: CCCOCCOC1=C(CCC=CSCC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCC=C(COC1=C(CCC=CSCC)C([SH3])=CC2CC(CO)CN12)OCCC, New ligand: CCCOCCOC1=C(CCC=CSCC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.7982])
Step153: ['add'], Previous ligand: CCCOCCOC1=C(CCC=CSCC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCOCCOC1=C(CCC=C(P)SCC)C([SH3])=CC2CC(CO)CN12, New ligand: CCCOCCOC1=C(CCC=CSCC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.7982])
Step154: ['remove'], Previous ligand: CCCOCCOC1=C(CCC=CSCC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCOCCOC1=C(CCCSCC)C([SH3])=CC2CC(CO)CN12, New ligand: CCCOCCOC1=C(CCCSCC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.8136])
Step155: ['remove'], Previous ligand: CCCOCCOC1=C(CCCSCC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12, New ligand: CCCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.8365])
Step156: ['switch'], Previous ligand: CCCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCOCCOC1=C(CCSCC)C([SH3])=CCC2CC(CO)CN12, New ligand: CCCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.8365])
Step157: ['add'], Previous ligand: CCCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCOCCOC1=C(CCSCC)C([SH3]C)=CC2CC(CO)CN12, New ligand: CCCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.8365])
Step158: ['add'], Previous ligand: CCCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCOCCOC1=C(CC[SH](C)CC)C([SH3])=CC2CC(CO)CN12, New ligand: CCCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.8365])
Step159: ['add'], Previous ligand: CCCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCOCCOC1=C(C(C)CSCC)C([SH3])=CC2CC(CO)CN12, New ligand: CCCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.8365])
Step160: ['move_junction'], Previous ligand: CCCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12, New ligand: CCCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.8370])
Step161: ['remove ring'], Previous ligand: CCCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCOCCOCC(CCSCC)C([SH3])CC1CC(CO)CN1, New ligand: CCCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.8370])
Step162: ['remove'], Previous ligand: CCCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCCOCCOC1=C(CCSC)C([SH3])=CC2CC(CO)CN12, New ligand: CCCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.8370])
Step163: ['remove'], Previous ligand: CCCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12, New ligand: CCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.8402])
Step164: ['add'], Previous ligand: CCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCOCCOC1=C(CCSCC)C([SH3]C)=CC2CC(CO)CN12, New ligand: CCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.8402])
Step165: ['move_junction'], Previous ligand: CCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12, New ligand: CCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12 Score: tensor([0.8404])
Step166: ['turn ring aromatic'], Previous ligand: CCOCCOC1=C(CCSCC)C([SH3])=CC2CC(CO)CN12, Changed ligand: CCOCCOc1c(CCSCC)c([SH3])cc2cc(CO)cn12, New ligand: CCOCCOc1c(CCSCC)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8471])
Step167: ['add'], Previous ligand: CCOCCOc1c(CCSCC)c([SH3])cc2cc(CO)cn12, Changed ligand: CCCC(COCC)Oc1c(CCSCC)c([SH3])cc2cc(CO)cn12, New ligand: CCCC(COCC)Oc1c(CCSCC)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8406])
Step168: ['remove'], Previous ligand: CCCC(COCC)Oc1c(CCSCC)c([SH3])cc2cc(CO)cn12, Changed ligand: CCCC(CCC)Oc1c(CCSCC)c([SH3])cc2cc(CO)cn12, New ligand: CCCC(CCC)Oc1c(CCSCC)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8380])
Step169: ['add'], Previous ligand: CCCC(CCC)Oc1c(CCSCC)c([SH3])cc2cc(CO)cn12, Changed ligand: CCCC(CCC)Oc1c(CC[SH](C)CC)c([SH3])cc2cc(CO)cn12, New ligand: CCCC(CCC)Oc1c(CC[SH](C)CC)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8378])
Step170: ['turn ring aromatic'], Previous ligand: CCCC(CCC)Oc1c(CC[SH](C)CC)c([SH3])cc2cc(CO)cn12, Changed ligand: CCCC(CCC)OC1C(CC[SH](C)CC)C([SH3])Cc2cc(CO)cn21, New ligand: CCCC(CCC)Oc1c(CC[SH](C)CC)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8378])
Step171: ['add'], Previous ligand: CCCC(CCC)Oc1c(CC[SH](C)CC)c([SH3])cc2cc(CO)cn12, Changed ligand: CCCC(CCC)Oc1c(C(N)C[SH](C)CC)c([SH3])cc2cc(CO)cn12, New ligand: CCCC(CCC)Oc1c(CC[SH](C)CC)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8378])
Step172: ['form new ring'], Previous ligand: CCCC(CCC)Oc1c(CC[SH](C)CC)c([SH3])cc2cc(CO)cn12, Changed ligand: CCCC1Oc2c(c([SH3])cc3cc(CO)cn23)C(C[SH](C)CC)C1CC, New ligand: CCCC(CCC)Oc1c(CC[SH](C)CC)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8378])
Step173: ['move_junction'], Previous ligand: CCCC(CCC)Oc1c(CC[SH](C)CC)c([SH3])cc2cc(CO)cn12, Changed ligand: CCCCCCCOc1c(CC[SH](C)CC)c([SH3])cc2cc(CO)cn12, New ligand: CCCCCCCOc1c(CC[SH](C)CC)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8277])
Step174: ['remove'], Previous ligand: CCCCCCCOc1c(CC[SH](C)CC)c([SH3])cc2cc(CO)cn12, Changed ligand: CCCCCCCOc1c(C[SH](C)CC)c([SH3])cc2cc(CO)cn12, New ligand: CCCCCCCOc1c(C[SH](C)CC)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8288])
Step175: ['add'], Previous ligand: CCCCCCCOc1c(C[SH](C)CC)c([SH3])cc2cc(CO)cn12, Changed ligand: CCCCCCCOc1c(C[SH](C)C(C)=N)c([SH3])cc2cc(CO)cn12, New ligand: CCCCCCCOc1c(C[SH](C)CC)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8288])
Step176: ['change bond type'], Previous ligand: CCCCCCCOc1c(C[SH](C)CC)c([SH3])cc2cc(CO)cn12, Changed ligand: C=CCCCCCOc1c(C[SH](C)CC)c([SH3])cc2cc(CO)cn12, New ligand: C=CCCCCCOc1c(C[SH](C)CC)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8216])
Step177: ['add'], Previous ligand: C=CCCCCCOc1c(C[SH](C)CC)c([SH3])cc2cc(CO)cn12, Changed ligand: C=CCCCC(=N)COc1c(C[SH](C)CC)c([SH3])cc2cc(CO)cn12, New ligand: C=CCCCCCOc1c(C[SH](C)CC)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8216])
Step178: ['remove'], Previous ligand: C=CCCCCCOc1c(C[SH](C)CC)c([SH3])cc2cc(CO)cn12, Changed ligand: CCCCCCOc1c(C[SH](C)CC)c([SH3])cc2cc(CO)cn12, New ligand: CCCCCCOc1c(C[SH](C)CC)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8269])
Step179: ['add'], Previous ligand: CCCCCCOc1c(C[SH](C)CC)c([SH3])cc2cc(CO)cn12, Changed ligand: CCCCCCOc1c(C[SH](C)CC)c([SH3])cc2cc(C(O)CCC)cn12, New ligand: CCCCCCOc1c(C[SH](C)CC)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8269])
Step180: ['add'], Previous ligand: CCCCCCOc1c(C[SH](C)CC)c([SH3])cc2cc(CO)cn12, Changed ligand: CCCCCCOc1c(C[SH](CC)CN)c([SH3])cc2cc(CO)cn12, New ligand: CCCCCCOc1c(C[SH](CC)CN)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8218])
Step181: ['turn ring aromatic'], Previous ligand: CCCCCCOc1c(C[SH](CC)CN)c([SH3])cc2cc(CO)cn12, Changed ligand: CCCCCCOC1C(C[SH](CC)CN)C([SH3])Cc2cc(CO)cn21, New ligand: CCCCCCOc1c(C[SH](CC)CN)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8218])
Step182: ['add'], Previous ligand: CCCCCCOc1c(C[SH](CC)CN)c([SH3])cc2cc(CO)cn12, Changed ligand: C=[SH](CC)(CN)Cc1c([SH3])cc2cc(CO)cn2c1OCCCCCC, New ligand: C=[SH](CC)(CN)Cc1c([SH3])cc2cc(CO)cn2c1OCCCCCC Score: tensor([0.8147])
Step183: ['add'], Previous ligand: C=[SH](CC)(CN)Cc1c([SH3])cc2cc(CO)cn2c1OCCCCCC, Changed ligand: CCCCCCOc1c(C[SH](=CP)(CC)CN)c([SH3])cc2cc(CO)cn12, New ligand: CCCCCCOc1c(C[SH](=CP)(CC)CN)c([SH3])cc2cc(CO)cn12 Score: tensor([0.7840])
Step184: ['add'], Previous ligand: CCCCCCOc1c(C[SH](=CP)(CC)CN)c([SH3])cc2cc(CO)cn12, Changed ligand: CCCCCCOc1c(C[SH](=CP)(CC)CN)c([SH3]C)cc2cc(CO)cn12, New ligand: CCCCCCOc1c(C[SH](=CP)(CC)CN)c([SH3])cc2cc(CO)cn12 Score: tensor([0.7840])
Step185: ['remove'], Previous ligand: CCCCCCOc1c(C[SH](=CP)(CC)CN)c([SH3])cc2cc(CO)cn12, Changed ligand: C=[SH](CC)(CN)Cc1c([SH3])cc2cc(CO)cn2c1OCCCCCC, New ligand: C=[SH](CC)(CN)Cc1c([SH3])cc2cc(CO)cn2c1OCCCCCC Score: tensor([0.8150])
Step186: ['form new ring'], Previous ligand: C=[SH](CC)(CN)Cc1c([SH3])cc2cc(CO)cn2c1OCCCCCC, Changed ligand: C=[SH]1(Cc2c([SH3])cc3cc(CO)cn3c2OCCCCCC)CCNC1, New ligand: C=[SH]1(Cc2c([SH3])cc3cc(CO)cn3c2OCCCCCC)CCNC1 Score: tensor([0.8238])
Step187: ['add'], Previous ligand: C=[SH]1(Cc2c([SH3])cc3cc(CO)cn3c2OCCCCCC)CCNC1, Changed ligand: C=[SH]1(Cc2c([SH3])cc3cc(CO)cn3c2OCCCCCC)CNC(CCC)C1, New ligand: C=[SH]1(Cc2c([SH3])cc3cc(CO)cn3c2OCCCCCC)CNC(CCC)C1 Score: tensor([0.8200])
Step188: ['add'], Previous ligand: C=[SH]1(Cc2c([SH3])cc3cc(CO)cn3c2OCCCCCC)CNC(CCC)C1, Changed ligand: C=[SH]1(Cc2c([SH3])cc3cc(CO)cn3c2OCCCCCC)CNC(C(=O)CC)C1, New ligand: C=[SH]1(Cc2c([SH3])cc3cc(CO)cn3c2OCCCCCC)CNC(C(=O)CC)C1 Score: tensor([0.8210])
Step189: ['switch'], Previous ligand: C=[SH]1(Cc2c([SH3])cc3cc(CO)cn3c2OCCCCCC)CNC(C(=O)CC)C1, Changed ligand: CCCCCCOc1c(CS2(C)CNC(NC(=O)CC)C2)c([SH3])cc2cc(CO)cn12, New ligand: CCCCCCOc1c(CS2(C)CNC(NC(=O)CC)C2)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8313])
Step190: ['move_junction'], Previous ligand: CCCCCCOc1c(CS2(C)CNC(NC(=O)CC)C2)c([SH3])cc2cc(CO)cn12, Changed ligand: CCCCCCOc1c(CS2(C)CCNC2NC(=O)CC)c([SH3])cc2cc(CO)cn12, New ligand: CCCCCCOc1c(CS2(C)CCNC2NC(=O)CC)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8366])
Step191: ['remove'], Previous ligand: CCCCCCOc1c(CS2(C)CCNC2NC(=O)CC)c([SH3])cc2cc(CO)cn12, Changed ligand: CCCCCCOc1c(CS2(C)CCNC2NC(=O)CC)c([SH3])cc2cc(C)cn12, New ligand: CCCCCCOc1c(CS2(C)CCNC2NC(=O)CC)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8366])
Step192: ['add'], Previous ligand: CCCCCCOc1c(CS2(C)CCNC2NC(=O)CC)c([SH3])cc2cc(CO)cn12, Changed ligand: CCCC(C)CCOc1c(CS2(C)CCNC2NC(=O)CC)c([SH3])cc2cc(CO)cn12, New ligand: CCCCCCOc1c(CS2(C)CCNC2NC(=O)CC)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8366])
Step193: ['switch'], Previous ligand: CCCCCCOc1c(CS2(C)CCNC2NC(=O)CC)c([SH3])cc2cc(CO)cn12, Changed ligand: CCCCCCCOc1c(CS2(C)CCNC2NC(=O)CC)c([SH3])cc2cc(CO)cn12, New ligand: CCCCCCOc1c(CS2(C)CCNC2NC(=O)CC)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8366])
Step194: ['remove'], Previous ligand: CCCCCCOc1c(CS2(C)CCNC2NC(=O)CC)c([SH3])cc2cc(CO)cn12, Changed ligand: CCCCCOc1c(CS2(C)CCNC2NC(=O)CC)c([SH3])cc2cc(CO)cn12, New ligand: CCCCCOc1c(CS2(C)CCNC2NC(=O)CC)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8384])
Step195: ['change type'], Previous ligand: CCCCCOc1c(CS2(C)CCNC2NC(=O)CC)c([SH3])cc2cc(CO)cn12, Changed ligand: CCCCCOc1c(CS2(C)CCNC2NC(=O)CC)c([SH3])cc2cc(CO)cn12, New ligand: CCCCCOc1c(CS2(C)CCNC2NC(=O)CC)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8380])
Step196: ['switch'], Previous ligand: CCCCCOc1c(CS2(C)CCNC2NC(=O)CC)c([SH3])cc2cc(CO)cn12, Changed ligand: CCCCOCOc1c(CS2(C)CCNC2NC(=O)CC)c([SH3])cc2cc(CO)cn12, New ligand: CCCCCOc1c(CS2(C)CCNC2NC(=O)CC)c([SH3])cc2cc(CO)cn12 Score: tensor([0.8380])
